transaction_id,amount,failure_reason,ml_recovery_probability,ai_recommended_action,approved_action,guardrail_reason,simulated_recovery_probability,simulated_recovered
TXN005365,895.61,Insufficient Funds,0.5938,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005368,1912.63,Bank Timeout,0.5717,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005369,2087.02,Bank Timeout,0.7408,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005372,2940.05,Insufficient Funds,0.4429,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005379,2858.9,Insufficient Funds,0.7003,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.75,False
TXN005381,1693.06,Insufficient Funds,0.6639,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN005382,1072.85,Expired Card,0.1702,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005393,438.16,Network Error,0.8017,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005394,322.23,Bank Timeout,0.8216,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005397,2438.12,Network Error,0.5871,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005405,2341.95,Network Error,0.7227,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005411,92.26,Expired Card,0.1255,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005415,1129.49,Expired Card,0.0989,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005416,2482.74,Insufficient Funds,0.5496,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005419,2892.59,Authentication Failed,0.4683,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005420,218.85,Insufficient Funds,0.5342,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005423,310.71,Network Error,0.534,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005424,304.23,Bank Timeout,0.5427,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005426,2189.2,Insufficient Funds,0.6113,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005428,1159.31,Authentication Failed,0.3841,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005430,874.59,Authentication Failed,0.5031,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005431,372.88,Bank Timeout,0.7148,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005435,2215.95,Network Error,0.7193,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN005438,447.19,Expired Card,0.1514,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005439,3441.92,Authentication Failed,0.4333,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005440,1345.17,Expired Card,0.1382,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005442,2371.21,Authentication Failed,0.5084,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005444,4808.44,Network Error,0.6108,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005447,411.38,Authentication Failed,0.4315,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005451,968.7,Bank Timeout,0.8248,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN005452,2837.79,Authentication Failed,0.425,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005455,3757.41,Expired Card,0.3103,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005456,1555.6,Bank Timeout,0.774,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005457,2318.74,Bank Timeout,0.8315,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN005460,877.26,Network Error,0.6983,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005461,1058.17,Bank Timeout,0.748,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005464,1874.93,Bank Timeout,0.8299,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005466,492.69,Authentication Failed,0.4795,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005467,138.98,Bank Timeout,0.7345,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN005475,4147.34,Network Error,0.6703,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,False
TXN005477,2816.69,Authentication Failed,0.4206,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005482,450.57,Expired Card,0.1559,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005484,644.42,Network Error,0.738,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005488,172.89,Network Error,0.7429,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005490,346.53,Authentication Failed,0.4817,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005498,1735.44,Insufficient Funds,0.4995,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005499,1373.73,Bank Timeout,0.836,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN005500,1137.82,Network Error,0.6595,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005503,2209.22,Bank Timeout,0.7933,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN005507,6088.57,Expired Card,0.1738,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005508,3469.2,Authentication Failed,0.51,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005510,1092.71,Network Error,0.7456,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN005512,968.48,Bank Timeout,0.7827,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005515,858.1,Insufficient Funds,0.4272,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005521,1426.09,Insufficient Funds,0.5841,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005522,277.81,Insufficient Funds,0.5318,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005524,1468.96,Authentication Failed,0.3631,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005530,203.4,Network Error,0.7764,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005531,301.73,Network Error,0.7734,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005532,768.31,Insufficient Funds,0.5325,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005535,1602.93,Insufficient Funds,0.719,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.75,True
TXN005536,3792.95,Expired Card,0.2219,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005538,2292.37,Network Error,0.6431,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005541,513.42,Insufficient Funds,0.5165,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005549,730.74,Authentication Failed,0.4428,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005551,3283.84,Insufficient Funds,0.6146,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005553,1208.34,Bank Timeout,0.7808,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005560,1232.26,Network Error,0.7551,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005562,977.9,Expired Card,0.0808,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005567,400.76,Bank Timeout,0.7703,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005569,1453.36,Insufficient Funds,0.492,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005570,655.04,Bank Timeout,0.6717,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN005572,1567.71,Insufficient Funds,0.4565,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005574,421.12,Expired Card,0.1624,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005576,877.25,Bank Timeout,0.6053,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005577,336.64,Expired Card,0.1897,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005579,860.34,Bank Timeout,0.7478,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005582,4436.62,Authentication Failed,0.3033,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005588,420.67,Network Error,0.7838,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005591,1142.37,Expired Card,0.1384,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005601,272.01,Bank Timeout,0.6335,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005603,1153.34,Authentication Failed,0.5348,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005604,1667.28,Bank Timeout,0.5122,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005605,875.65,Network Error,0.7144,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005606,997.42,Authentication Failed,0.4256,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005607,621.46,Authentication Failed,0.403,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005610,1256.81,Expired Card,0.3062,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005611,1832.96,Network Error,0.6345,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN005612,391.54,Network Error,0.5385,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005614,1229.17,Network Error,0.6536,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005616,3275.99,Expired Card,0.1751,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005617,505.67,Expired Card,0.2208,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005620,1348.46,Insufficient Funds,0.6391,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN005627,400.44,Insufficient Funds,0.6224,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN005635,595.39,Bank Timeout,0.5779,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN005638,642.25,Authentication Failed,0.5028,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005641,632.08,Network Error,0.6391,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN005644,1152.2,Network Error,0.7909,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005648,532.24,Bank Timeout,0.5349,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005650,1825.41,Insufficient Funds,0.7185,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.75,True
TXN005652,1773.47,Insufficient Funds,0.4912,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005653,1442.72,Expired Card,0.1772,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005655,1197.27,Insufficient Funds,0.5393,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005658,569.55,Bank Timeout,0.7768,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005661,897.35,Network Error,0.4901,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005664,427.01,Authentication Failed,0.4283,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005672,2933.59,Authentication Failed,0.3328,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005678,1339.59,Authentication Failed,0.4045,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005681,986.7,Expired Card,0.1064,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005690,1673.41,Insufficient Funds,0.6551,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005694,157.77,Insufficient Funds,0.4402,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005701,460.85,Expired Card,0.2119,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005702,1158.71,Bank Timeout,0.5552,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005703,446.99,Insufficient Funds,0.6177,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005705,1465.72,Network Error,0.7048,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005706,3086.34,Bank Timeout,0.833,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005711,706.63,Authentication Failed,0.4829,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005713,455.72,Bank Timeout,0.5853,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005715,2735.64,Authentication Failed,0.3624,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005718,598.97,Bank Timeout,0.7419,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005720,1074.31,Authentication Failed,0.2945,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005722,714.03,Insufficient Funds,0.4724,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005725,1205.95,Authentication Failed,0.4926,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005727,4147.79,Expired Card,0.0919,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005731,2727.52,Bank Timeout,0.8651,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005736,637.17,Bank Timeout,0.5216,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005738,3037.14,Expired Card,0.3335,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005740,140.62,Expired Card,0.1486,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005741,534.6,Expired Card,0.1516,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005744,176.51,Insufficient Funds,0.477,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005749,2208.12,Authentication Failed,0.5021,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005751,419.38,Expired Card,0.0911,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005752,376.39,Insufficient Funds,0.5545,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005753,3701.45,Authentication Failed,0.5094,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005754,3009.14,Authentication Failed,0.6083,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005756,725.3,Expired Card,0.1903,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005757,6416.32,Insufficient Funds,0.5155,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005758,619.81,Authentication Failed,0.3516,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005759,806.13,Expired Card,0.2404,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005770,3637.92,Insufficient Funds,0.576,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005771,523.31,Network Error,0.6629,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005773,767.3,Network Error,0.7402,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005777,161.9,Authentication Failed,0.48,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005781,2473.31,Insufficient Funds,0.6307,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN005785,1599.5,Expired Card,0.192,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005786,2637.91,Network Error,0.818,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005788,802.04,Expired Card,0.1711,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005794,4008.32,Bank Timeout,0.5271,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN005796,6247.08,Network Error,0.6149,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005797,1533.75,Bank Timeout,0.659,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN005803,2891.59,Authentication Failed,0.4591,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005810,276.39,Network Error,0.5249,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005811,6022.9,Network Error,0.657,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005812,1232.8,Expired Card,0.0978,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005813,1456.44,Insufficient Funds,0.5543,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN005817,573.75,Insufficient Funds,0.5284,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005826,2040.03,Network Error,0.7336,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005828,4693.1,Network Error,0.8056,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005834,6848.58,Expired Card,0.2175,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005844,3058.2,Network Error,0.5913,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005848,807.05,Authentication Failed,0.3512,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005849,420.85,Network Error,0.8338,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005851,599.68,Bank Timeout,0.732,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005852,1476.49,Bank Timeout,0.6385,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005853,800.64,Authentication Failed,0.4413,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005855,571.82,Network Error,0.4867,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005865,372.79,Insufficient Funds,0.5067,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005866,460.29,Authentication Failed,0.4741,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005871,2941.26,Expired Card,0.1868,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN005872,2860.18,Bank Timeout,0.8879,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005876,1219.98,Expired Card,0.1115,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005877,668.66,Network Error,0.7789,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005881,772.71,Network Error,0.6441,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN005882,2324.92,Insufficient Funds,0.5361,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005884,2408.69,Authentication Failed,0.5284,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005889,4553.86,Authentication Failed,0.5902,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005893,1798.02,Insufficient Funds,0.6537,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005895,1174.25,Authentication Failed,0.4746,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005896,942.71,Network Error,0.7868,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005897,549.56,Network Error,0.7591,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN005901,2097.95,Bank Timeout,0.6192,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005904,1083.08,Network Error,0.8098,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005909,1041.05,Authentication Failed,0.4612,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN005910,1772.16,Bank Timeout,0.8314,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN005913,2735.68,Bank Timeout,0.7528,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN005915,785.75,Insufficient Funds,0.5708,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005918,612.26,Bank Timeout,0.7659,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005922,1090.84,Insufficient Funds,0.4735,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005923,379.52,Expired Card,0.1148,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005926,893.02,Expired Card,0.1426,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005928,412.37,Bank Timeout,0.6845,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN005931,1147.05,Insufficient Funds,0.4598,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005933,3737.84,Expired Card,0.2121,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005939,6080.1,Bank Timeout,0.7603,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005941,2115.16,Authentication Failed,0.3952,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN005949,3672.34,Expired Card,0.0961,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005950,1355.41,Authentication Failed,0.5106,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN005955,329.67,Insufficient Funds,0.4511,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN005959,760.85,Expired Card,0.0992,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005961,940.26,Bank Timeout,0.7772,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN005962,1695.43,Insufficient Funds,0.4934,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005963,1205.05,Bank Timeout,0.799,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN005964,477.24,Network Error,0.7919,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005969,506.58,Expired Card,0.1284,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN005974,1393.48,Insufficient Funds,0.3946,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005980,1182.98,Expired Card,0.1484,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN005981,807.5,Network Error,0.7447,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005983,712.1,Network Error,0.7878,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN005985,460.06,Insufficient Funds,0.5412,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
