transaction_id,customer_id,transaction_time,amount,payment_method,customer_success_rate,previous_failed_attempts,is_new_device,status,failure_reason,recovered
TXN005888,CUST01132,2026-09-09 19:46:00,1284.2,UPI,0.46,1,0,Success,None,0
TXN005889,CUST00015,2026-06-30 17:25:00,4553.86,Card,1.0,1,0,Failed,Authentication Failed,1
TXN005890,CUST00072,2026-11-02 04:05:00,1710.93,Net Banking,0.35,2,0,Success,None,0
TXN005891,CUST02787,2026-03-05 14:51:00,1426.12,Wallet,0.53,1,1,Success,None,0
TXN005892,CUST00275,2026-05-10 02:08:00,502.62,Card,0.45,2,0,Success,None,0
TXN005893,CUST00886,2026-05-17 22:22:00,1798.02,UPI,0.7,0,1,Failed,Insufficient Funds,1
TXN005894,CUST01985,2026-11-12 21:20:00,1206.91,Net Banking,0.99,2,1,Success,None,0
TXN005895,CUST00874,2026-04-03 05:38:00,1174.25,Card,0.59,4,0,Failed,Authentication Failed,1
TXN005896,CUST00687,2026-04-19 22:43:00,942.71,Net Banking,0.89,2,1,Failed,Network Error,1
TXN005897,CUST00011,2026-08-09 12:45:00,549.56,Card,0.66,1,0,Failed,Network Error,1
TXN005898,CUST00423,2026-11-30 14:57:00,739.16,Net Banking,0.95,0,0,Success,None,0
TXN005899,CUST02067,2026-11-02 05:12:00,781.4,Card,0.69,3,0,Success,None,0
TXN005900,CUST00337,2026-05-31 14:15:00,188.23,Net Banking,0.43,4,1,Success,None,0
TXN005901,CUST02036,2026-02-04 18:35:00,2097.95,Net Banking,0.36,3,0,Failed,Bank Timeout,1
TXN005902,CUST00834,2026-07-04 00:58:00,2322.49,UPI,0.9,2,0,Success,None,0
TXN005903,CUST00036,2026-07-07 04:25:00,1077.33,Card,0.79,1,0,Success,None,0
TXN005904,CUST00802,2026-10-09 05:44:00,1083.08,Net Banking,0.42,2,1,Failed,Network Error,1
TXN005905,CUST01431,2026-08-21 04:16:00,4179.41,UPI,0.87,1,0,Success,None,0
TXN005906,CUST02842,2026-07-20 09:16:00,1876.63,Card,0.38,0,1,Success,None,0
TXN005907,CUST01408,2026-10-22 11:48:00,802.98,Net Banking,0.83,4,0,Success,None,0
TXN005908,CUST02892,2026-07-21 16:55:00,1969.54,Net Banking,0.77,0,0,Success,None,0
TXN005909,CUST01353,2026-05-18 04:26:00,1041.05,Wallet,0.39,2,0,Failed,Authentication Failed,0
TXN005910,CUST02543,2026-07-15 21:26:00,1772.16,Net Banking,0.61,1,0,Failed,Bank Timeout,1
TXN005911,CUST02407,2026-07-13 20:59:00,1838.95,UPI,0.44,1,0,Success,None,0
TXN005912,CUST02244,2026-03-13 09:21:00,2178.62,UPI,0.31,0,0,Success,None,0
TXN005913,CUST01058,2026-04-05 08:11:00,2735.68,UPI,0.57,3,0,Failed,Bank Timeout,1
TXN005914,CUST01277,2026-09-08 21:46:00,832.23,Card,0.65,1,0,Success,None,0
TXN005915,CUST02353,2026-10-05 20:19:00,785.75,Net Banking,0.85,3,0,Failed,Insufficient Funds,1
TXN005916,CUST00711,2026-02-26 08:07:00,802.87,UPI,0.68,0,0,Success,None,0
TXN005917,CUST00792,2026-02-01 17:34:00,897.54,Wallet,0.49,2,0,Success,None,0
TXN005918,CUST02965,2026-03-13 14:16:00,612.26,Net Banking,0.99,3,0,Failed,Bank Timeout,1
TXN005919,CUST01362,2026-03-13 06:43:00,3871.82,UPI,0.36,2,0,Success,None,0
TXN005920,CUST00258,2026-01-15 04:42:00,560.94,UPI,0.98,2,0,Success,None,0
TXN005921,CUST00242,2026-01-04 17:40:00,366.43,Card,0.74,2,0,Success,None,0
TXN005922,CUST01807,2026-09-02 13:34:00,1090.84,Wallet,0.76,4,0,Failed,Insufficient Funds,0
TXN005923,CUST02526,2026-08-12 12:26:00,379.52,UPI,0.45,3,0,Failed,Expired Card,0
TXN005924,CUST02719,2026-06-16 05:59:00,1547.55,Net Banking,0.72,2,0,Success,None,0
TXN005925,CUST02900,2026-09-30 19:35:00,1659.34,Wallet,0.82,3,0,Success,None,0
TXN005926,CUST01334,2026-10-13 02:42:00,893.02,Net Banking,0.37,2,0,Failed,Expired Card,0
TXN005927,CUST02448,2026-02-21 11:12:00,456.09,Card,0.43,4,0,Success,None,0
TXN005928,CUST02515,2026-05-05 05:49:00,412.37,Wallet,0.49,4,0,Failed,Bank Timeout,1
TXN005929,CUST01708,2026-12-07 09:35:00,227.31,UPI,0.65,2,0,Success,None,0
TXN005930,CUST00094,2026-12-01 03:08:00,338.22,UPI,0.87,3,0,Success,None,0
TXN005931,CUST02625,2026-01-07 06:54:00,1147.05,Wallet,0.38,3,0,Failed,Insufficient Funds,0
TXN005932,CUST00656,2026-10-19 07:02:00,1032.95,Card,0.87,2,0,Success,None,0
TXN005933,CUST01657,2026-06-01 23:19:00,3737.84,UPI,0.83,4,0,Failed,Expired Card,0
TXN005934,CUST00623,2026-05-10 13:22:00,3647.35,Card,0.83,0,1,Success,None,0
TXN005935,CUST00699,2026-02-23 03:51:00,793.11,Wallet,0.55,3,1,Success,None,0
TXN005936,CUST02168,2026-06-30 19:05:00,578.95,UPI,0.79,1,0,Success,None,0
TXN005937,CUST00016,2026-07-27 01:24:00,2276.64,UPI,0.58,0,0,Success,None,0
TXN005938,CUST00570,2026-02-17 03:38:00,1120.59,Card,0.46,2,1,Success,None,0
TXN005939,CUST02258,2026-09-14 02:55:00,6080.1,Card,0.78,3,0,Failed,Bank Timeout,1
TXN005940,CUST00598,2026-08-23 23:29:00,1109.35,Card,0.67,0,0,Success,None,0
TXN005941,CUST01095,2026-08-13 03:56:00,2115.16,Wallet,0.71,4,0,Failed,Authentication Failed,0
TXN005942,CUST01041,2026-12-08 23:30:00,5815.38,Card,0.88,1,1,Success,None,0
TXN005943,CUST00593,2026-02-02 04:12:00,1292.5,UPI,0.44,4,0,Success,None,0
TXN005944,CUST01371,2026-05-01 13:55:00,2884.97,Net Banking,0.96,1,0,Success,None,0
TXN005945,CUST02894,2026-01-06 19:14:00,651.92,UPI,0.82,1,1,Success,None,0
TXN005946,CUST00180,2026-03-05 04:05:00,763.91,Wallet,0.34,2,0,Success,None,0
TXN005947,CUST01074,2026-10-13 03:29:00,235.85,Card,0.54,0,1,Success,None,0
TXN005948,CUST01231,2026-06-14 06:15:00,1853.32,Net Banking,0.62,3,0,Success,None,0
TXN005949,CUST02837,2026-01-16 04:00:00,3672.34,Wallet,0.77,4,0,Failed,Expired Card,0
TXN005950,CUST01054,2026-06-08 14:46:00,1355.41,UPI,0.89,0,0,Failed,Authentication Failed,1
TXN005951,CUST00837,2026-11-24 21:23:00,5584.77,Net Banking,0.45,0,0,Success,None,0
TXN005952,CUST01349,2026-10-21 04:27:00,2115.93,Wallet,0.75,2,1,Success,None,0
TXN005953,CUST00904,2026-07-13 06:34:00,1662.14,Card,0.36,4,1,Success,None,0
TXN005954,CUST02982,2026-06-04 22:40:00,634.18,Wallet,0.69,3,0,Success,None,0
TXN005955,CUST00304,2026-08-28 22:26:00,329.67,Card,0.82,1,1,Failed,Insufficient Funds,0
TXN005956,CUST02651,2026-11-04 01:16:00,1194.82,Wallet,0.89,1,0,Success,None,0
TXN005957,CUST00362,2026-07-22 10:30:00,1490.7,UPI,0.31,0,0,Success,None,0
TXN005958,CUST00038,2026-10-30 10:50:00,484.0,Wallet,0.81,2,1,Success,None,0
TXN005959,CUST02726,2026-10-02 09:37:00,760.85,Net Banking,0.67,3,0,Failed,Expired Card,0
TXN005960,CUST00878,2026-03-17 11:32:00,1349.91,UPI,0.9,4,0,Success,None,0
TXN005961,CUST00497,2026-09-23 17:32:00,940.26,Net Banking,0.93,2,0,Failed,Bank Timeout,1
TXN005962,CUST02942,2026-04-23 03:41:00,1695.43,Card,0.82,4,0,Failed,Insufficient Funds,1
TXN005963,CUST01064,2026-05-12 16:28:00,1205.05,UPI,0.85,3,0,Failed,Bank Timeout,1
TXN005964,CUST01805,2026-08-03 06:36:00,477.24,Net Banking,0.73,1,0,Failed,Network Error,1
TXN005965,CUST01675,2026-08-21 20:57:00,503.12,UPI,0.69,3,0,Success,None,0
TXN005966,CUST02312,2026-02-15 21:49:00,638.39,UPI,0.94,2,0,Success,None,0
TXN005967,CUST02022,2026-11-11 18:23:00,184.18,Wallet,0.53,0,0,Success,None,0
TXN005968,CUST02568,2026-10-31 21:50:00,887.97,Wallet,0.68,4,1,Success,None,0
TXN005969,CUST01557,2026-05-14 19:47:00,506.58,Net Banking,0.63,1,0,Failed,Expired Card,0
TXN005970,CUST00651,2026-09-19 00:24:00,684.29,Card,0.66,4,0,Success,None,0
TXN005971,CUST00454,2026-02-26 03:57:00,1736.91,UPI,0.36,4,0,Success,None,0
TXN005972,CUST01530,2026-06-09 00:43:00,874.13,Card,0.56,1,0,Success,None,0
TXN005973,CUST01750,2026-09-06 03:06:00,724.51,Net Banking,0.88,4,0,Success,None,0
TXN005974,CUST01987,2026-07-02 21:52:00,1393.48,Wallet,0.32,3,1,Failed,Insufficient Funds,0
TXN005975,CUST01141,2026-06-24 15:04:00,2890.0,Wallet,0.8,2,0,Success,None,0
TXN005976,CUST01150,2026-10-30 12:57:00,2077.26,Net Banking,0.84,4,0,Success,None,0
TXN005977,CUST01372,2026-03-26 02:57:00,1483.43,Wallet,0.31,1,0,Success,None,0
TXN005978,CUST02606,2026-12-08 09:07:00,920.35,Net Banking,0.81,1,0,Success,None,0
TXN005979,CUST01321,2026-08-07 08:15:00,1389.97,Wallet,0.69,2,0,Success,None,0
TXN005980,CUST02061,2026-04-10 22:56:00,1182.98,Card,0.52,4,1,Failed,Expired Card,1
TXN005981,CUST01133,2026-09-14 22:58:00,807.5,Wallet,0.44,0,0,Failed,Network Error,1
TXN005982,CUST02802,2026-06-11 13:39:00,279.92,Wallet,0.93,1,1,Success,None,0
TXN005983,CUST00493,2026-06-04 12:28:00,712.1,Net Banking,0.82,0,1,Failed,Network Error,1
TXN005984,CUST00918,2026-05-10 11:12:00,1228.96,Net Banking,0.85,2,1,Success,None,0
TXN005985,CUST00295,2026-04-24 02:46:00,460.06,Net Banking,0.95,2,1,Failed,Insufficient Funds,0
TXN005986,CUST01805,2026-03-28 12:01:00,2218.11,Wallet,0.52,4,1,Failed,Insufficient Funds,0
TXN005987,CUST02318,2026-09-26 02:44:00,1688.12,UPI,0.78,1,0,Success,None,0
TXN005988,CUST00250,2026-10-13 13:10:00,840.08,Card,0.56,0,1,Failed,Bank Timeout,1
TXN005989,CUST00352,2026-08-26 11:04:00,779.32,UPI,0.72,2,1,Success,None,0
TXN005990,CUST00707,2026-02-15 23:12:00,454.86,Card,0.44,2,0,Failed,Expired Card,1
TXN005991,CUST02218,2026-10-09 04:24:00,1272.51,Net Banking,0.36,1,0,Success,None,0
TXN005992,CUST01965,2026-07-21 10:47:00,516.44,Card,0.9,3,1,Failed,Insufficient Funds,0
TXN005993,CUST01786,2026-10-20 21:31:00,450.82,Net Banking,0.42,0,0,Success,None,0
TXN005994,CUST01125,2026-03-13 13:20:00,832.57,UPI,0.38,0,0,Success,None,0
TXN005995,CUST02268,2026-11-02 06:58:00,705.41,Net Banking,0.63,0,0,Success,None,0
TXN005996,CUST00898,2026-05-17 10:25:00,1144.07,Net Banking,0.81,3,0,Success,None,0
TXN005997,CUST01640,2026-12-05 01:44:00,2210.48,Wallet,0.68,3,0,Success,None,0
TXN005998,CUST01337,2026-06-01 18:18:00,1735.87,Net Banking,0.69,2,0,Success,None,0
TXN005999,CUST01414,2026-11-21 22:45:00,306.86,UPI,0.61,1,0,Success,None,0
TXN006000,CUST00168,2026-06-26 10:06:00,1574.36,Wallet,0.39,4,1,Failed,Network Error,0
TXN006001,CUST02593,2026-02-19 12:40:00,3345.48,Wallet,0.42,1,1,Success,None,0
TXN006002,CUST02577,2026-05-24 20:19:00,642.38,UPI,0.38,2,0,Failed,Network Error,1
TXN006003,CUST00439,2026-09-16 17:17:00,383.99,UPI,0.63,4,0,Success,None,0
TXN006004,CUST01675,2026-10-20 08:53:00,1625.39,Net Banking,0.42,3,0,Failed,Expired Card,0
TXN006005,CUST00175,2026-11-17 05:00:00,659.91,Net Banking,0.6,1,0,Success,None,0
TXN006006,CUST01315,2026-11-10 10:37:00,7191.69,Net Banking,0.36,1,0,Success,None,0
TXN006007,CUST02759,2026-05-04 20:34:00,435.7,UPI,0.69,3,1,Failed,Network Error,1
TXN006008,CUST00366,2026-03-08 09:46:00,1582.84,Card,0.74,1,1,Success,None,0
TXN006009,CUST01065,2026-05-25 18:50:00,400.79,Wallet,0.72,1,0,Failed,Authentication Failed,0
TXN006010,CUST01182,2026-06-12 07:33:00,1431.05,Net Banking,0.69,3,0,Success,None,0
TXN006011,CUST01969,2026-08-31 14:15:00,1513.25,UPI,0.35,2,0,Failed,Expired Card,0
TXN006012,CUST02487,2026-06-16 01:19:00,1843.99,UPI,0.64,4,0,Success,None,0
TXN006013,CUST01535,2026-02-25 18:28:00,539.75,Wallet,0.79,2,0,Success,None,0
TXN006014,CUST01225,2026-08-08 21:57:00,300.14,Net Banking,0.36,0,0,Success,None,0
TXN006015,CUST01389,2026-06-06 08:32:00,654.11,Card,0.55,1,0,Failed,Network Error,1
TXN006016,CUST02130,2026-08-30 09:03:00,2491.93,Card,0.63,1,0,Failed,Expired Card,1
TXN006017,CUST01115,2026-06-08 03:36:00,1324.37,Wallet,0.74,3,1,Failed,Network Error,0
TXN006018,CUST01308,2026-06-25 06:36:00,2755.11,Wallet,0.91,4,0,Success,None,0
TXN006019,CUST01482,2026-09-22 01:37:00,2289.32,UPI,0.37,2,0,Failed,Expired Card,1
TXN006020,CUST02657,2026-03-23 01:35:00,2269.6,Net Banking,0.31,1,0,Failed,Authentication Failed,0
TXN006021,CUST02693,2026-05-03 10:30:00,350.06,Wallet,0.65,3,0,Failed,Authentication Failed,0
TXN006022,CUST00577,2026-10-07 12:06:00,1673.77,Card,0.89,0,0,Failed,Expired Card,0
TXN006023,CUST01995,2026-04-19 15:58:00,783.51,UPI,0.77,3,0,Success,None,0
TXN006024,CUST01417,2026-08-05 04:11:00,1310.25,UPI,0.45,1,0,Success,None,0
TXN006025,CUST01912,2026-08-30 18:02:00,1077.21,Wallet,0.31,0,0,Success,None,0
TXN006026,CUST00450,2026-08-23 06:32:00,545.11,UPI,0.83,0,0,Failed,Network Error,1
TXN006027,CUST01864,2026-08-12 18:07:00,1601.96,Wallet,0.34,1,0,Success,None,0
TXN006028,CUST00985,2026-09-10 18:18:00,676.89,Net Banking,0.96,0,0,Success,None,0
TXN006029,CUST00547,2026-12-10 04:25:00,685.78,Wallet,0.63,1,0,Success,None,0
TXN006030,CUST01919,2026-05-27 02:31:00,418.59,Net Banking,0.77,4,0,Success,None,0
TXN006031,CUST00426,2026-04-09 10:28:00,2063.02,Net Banking,0.36,1,0,Success,None,0
TXN006032,CUST01266,2026-07-14 09:52:00,862.34,Wallet,0.84,0,1,Failed,Network Error,1
TXN006033,CUST01916,2026-02-25 05:07:00,1662.02,Net Banking,0.31,1,0,Failed,Bank Timeout,1
TXN006034,CUST02198,2026-05-08 06:08:00,2506.24,Card,0.46,2,0,Success,None,0
TXN006035,CUST02762,2026-06-26 22:35:00,381.08,UPI,0.95,4,0,Success,None,0
TXN006036,CUST01999,2026-08-26 23:25:00,2414.41,Net Banking,0.5,2,0,Success,None,0
TXN006037,CUST01649,2026-10-14 16:32:00,2368.69,Wallet,0.54,0,0,Success,None,0
TXN006038,CUST02573,2026-05-30 11:23:00,1134.14,Net Banking,0.34,0,0,Success,None,0
TXN006039,CUST00977,2026-06-11 16:04:00,907.37,Card,0.84,1,0,Success,None,0
TXN006040,CUST01232,2026-02-07 01:12:00,1940.38,UPI,0.93,0,1,Success,None,0
TXN006041,CUST01641,2026-08-19 16:28:00,2663.19,Net Banking,0.85,4,1,Failed,Insufficient Funds,0
TXN006042,CUST02989,2026-09-20 06:38:00,1008.46,Net Banking,0.33,3,1,Success,None,0
TXN006043,CUST01192,2026-09-17 19:55:00,643.13,Card,0.65,0,0,Success,None,0
TXN006044,CUST02343,2026-07-08 16:06:00,527.61,Net Banking,0.66,2,0,Success,None,0
TXN006045,CUST02046,2026-09-17 22:01:00,495.84,Card,0.84,2,0,Success,None,0
TXN006046,CUST00152,2026-01-10 05:56:00,726.51,Wallet,0.65,0,1,Success,None,0
TXN006047,CUST02493,2026-01-08 00:36:00,1354.16,Card,0.33,3,0,Success,None,0
TXN006048,CUST01885,2026-08-28 22:53:00,1662.89,UPI,0.99,2,0,Success,None,0
TXN006049,CUST00430,2026-12-09 06:52:00,1139.72,UPI,0.62,3,0,Success,None,0
TXN006050,CUST01885,2026-07-29 05:08:00,1607.4,Wallet,0.76,4,0,Failed,Insufficient Funds,1
TXN006051,CUST02225,2026-12-10 18:11:00,2599.51,Wallet,0.5,3,0,Success,None,0
TXN006052,CUST01286,2026-11-26 02:05:00,194.92,Net Banking,0.5,0,1,Success,None,0
TXN006053,CUST00450,2026-08-30 23:12:00,872.99,Card,0.33,2,0,Success,None,0
TXN006054,CUST01824,2026-05-09 12:02:00,751.45,Wallet,0.83,3,0,Failed,Bank Timeout,1
TXN006055,CUST01994,2026-11-17 02:29:00,1553.05,Wallet,0.57,1,0,Success,None,0
TXN006056,CUST02881,2026-01-17 13:22:00,989.02,Net Banking,0.55,4,1,Success,None,0
TXN006057,CUST00237,2026-02-18 08:46:00,744.47,Wallet,0.65,3,0,Success,None,0
TXN006058,CUST01107,2026-03-25 21:59:00,3334.2,Card,0.99,0,0,Success,None,0
TXN006059,CUST00437,2026-01-28 02:12:00,880.24,Net Banking,0.66,1,0,Success,None,0
TXN006060,CUST00777,2026-11-28 14:28:00,1071.69,Net Banking,0.67,0,1,Failed,Network Error,1
TXN006061,CUST02018,2026-06-07 08:44:00,1857.63,Card,1.0,2,0,Success,None,0
TXN006062,CUST02755,2026-06-24 16:25:00,913.15,Wallet,0.81,1,0,Success,None,0
TXN006063,CUST01809,2026-07-09 09:13:00,2452.84,Wallet,0.79,0,0,Success,None,0
TXN006064,CUST00803,2026-11-29 20:09:00,7131.24,UPI,0.77,0,0,Failed,Authentication Failed,1
TXN006065,CUST01492,2026-07-24 03:38:00,737.51,Card,0.95,3,0,Success,None,0
TXN006066,CUST01597,2026-11-06 09:40:00,1133.47,Card,0.59,0,0,Success,None,0
TXN006067,CUST00744,2026-11-23 13:27:00,418.13,Net Banking,0.92,3,0,Failed,Authentication Failed,1
TXN006068,CUST02899,2026-11-19 17:05:00,155.47,Net Banking,0.3,0,0,Success,None,0
TXN006069,CUST01758,2026-02-02 04:58:00,794.62,Wallet,0.31,4,0,Failed,Bank Timeout,1
TXN006070,CUST00804,2026-04-07 01:35:00,730.97,Card,0.32,1,0,Success,None,0
TXN006071,CUST01321,2026-01-31 01:50:00,540.35,Card,0.72,1,1,Success,None,0
TXN006072,CUST02399,2026-11-03 21:23:00,1237.5,UPI,0.96,3,0,Failed,Network Error,0
TXN006073,CUST01616,2026-04-07 03:47:00,708.69,Net Banking,0.51,2,1,Failed,Network Error,1
TXN006074,CUST01525,2026-05-17 10:55:00,947.22,Wallet,0.76,1,0,Success,None,0
TXN006075,CUST01148,2026-02-09 19:44:00,581.46,Net Banking,0.52,2,0,Success,None,0
TXN006076,CUST02817,2026-02-01 01:36:00,443.84,UPI,1.0,4,0,Success,None,0
TXN006077,CUST01565,2026-07-06 03:00:00,282.2,Card,0.64,3,0,Success,None,0
TXN006078,CUST02815,2026-01-22 02:16:00,345.87,UPI,0.88,2,0,Success,None,0
TXN006079,CUST02264,2026-09-09 05:27:00,2415.51,Card,0.9,4,0,Success,None,0
TXN006080,CUST01821,2026-10-12 02:33:00,609.6,Card,0.77,3,0,Failed,Insufficient Funds,1
TXN006081,CUST02035,2026-05-20 01:58:00,319.34,Net Banking,0.82,0,0,Success,None,0
TXN006082,CUST00680,2026-04-06 00:57:00,2227.03,Card,0.4,0,0,Success,None,0
TXN006083,CUST00813,2026-04-08 04:45:00,490.51,Card,0.76,1,0,Success,None,0
TXN006084,CUST00400,2026-06-11 06:15:00,1130.16,UPI,0.66,0,0,Success,None,0
TXN006085,CUST02219,2026-01-05 03:46:00,1360.8,Card,0.66,1,1,Failed,Bank Timeout,1
TXN006086,CUST02082,2026-12-02 00:15:00,1106.85,UPI,0.43,3,1,Success,None,0
TXN006087,CUST01920,2026-09-24 15:03:00,854.1,Net Banking,0.37,3,0,Success,None,0
TXN006088,CUST01728,2026-02-09 11:16:00,5061.2,UPI,0.36,3,1,Success,None,0
TXN006089,CUST01905,2026-09-27 14:15:00,1196.18,Card,0.7,3,0,Success,None,0
TXN006090,CUST00011,2026-08-27 04:32:00,427.85,Net Banking,0.74,3,1,Failed,Authentication Failed,1
TXN006091,CUST02608,2026-02-04 03:43:00,3116.98,UPI,0.9,3,0,Failed,Authentication Failed,0
TXN006092,CUST00172,2026-07-24 05:20:00,2458.22,Card,0.34,2,1,Success,None,0
TXN006093,CUST02691,2026-07-02 09:50:00,1514.19,UPI,0.81,2,0,Failed,Authentication Failed,1
TXN006094,CUST00184,2026-05-21 22:43:00,2253.43,Card,0.37,1,0,Failed,Network Error,1
TXN006095,CUST01641,2026-06-20 03:03:00,1582.94,Net Banking,0.61,2,1,Success,None,0
TXN006096,CUST00448,2026-05-27 02:25:00,820.61,Net Banking,0.76,4,0,Failed,Insufficient Funds,1
TXN006097,CUST02941,2026-05-21 20:48:00,2673.83,Net Banking,0.71,1,0,Success,None,0
TXN006098,CUST02332,2026-08-23 21:36:00,683.13,Net Banking,0.87,0,1,Failed,Insufficient Funds,1
TXN006099,CUST01223,2026-10-24 11:54:00,4140.96,Card,0.95,1,0,Success,None,0
TXN006100,CUST02889,2026-09-06 13:19:00,772.9,UPI,0.61,4,1,Failed,Insufficient Funds,0
TXN006101,CUST02263,2026-07-23 09:35:00,580.99,UPI,0.8,0,0,Success,None,0
TXN006102,CUST00770,2026-07-31 00:25:00,1034.03,UPI,0.33,3,0,Success,None,0
TXN006103,CUST01903,2026-04-11 22:50:00,258.09,Wallet,0.8,0,1,Success,None,0
TXN006104,CUST00483,2026-01-25 09:19:00,980.82,Card,0.3,2,0,Success,None,0
TXN006105,CUST02612,2026-10-12 08:07:00,617.81,Card,0.64,3,0,Failed,Network Error,0
TXN006106,CUST01645,2026-03-05 10:27:00,1859.77,Card,0.89,0,0,Failed,Insufficient Funds,0
TXN006107,CUST02341,2026-05-14 13:28:00,639.04,Wallet,0.78,0,1,Failed,Network Error,0
TXN006108,CUST00580,2026-03-14 10:46:00,2858.34,UPI,0.69,4,0,Success,None,0
TXN006109,CUST02234,2026-03-11 22:48:00,1941.86,Net Banking,0.9,1,0,Success,None,0
TXN006110,CUST00018,2026-06-13 08:13:00,5080.31,UPI,0.94,3,0,Success,None,0
TXN006111,CUST01337,2026-04-24 09:54:00,2777.44,Card,0.99,0,1,Failed,Network Error,1
TXN006112,CUST01546,2026-10-08 21:22:00,2558.41,Net Banking,0.47,4,0,Success,None,0
TXN006113,CUST00501,2026-09-25 09:19:00,3522.95,Net Banking,0.94,0,0,Success,None,0
TXN006114,CUST01247,2026-02-24 19:27:00,911.29,UPI,0.47,0,0,Success,None,0
TXN006115,CUST00776,2026-05-14 20:30:00,2120.21,Card,0.44,0,0,Failed,Expired Card,0
TXN006116,CUST02320,2026-12-06 05:35:00,1397.62,Wallet,0.39,4,0,Failed,Bank Timeout,1
TXN006117,CUST02470,2026-06-29 09:59:00,4349.49,Net Banking,0.5,3,0,Success,None,0
TXN006118,CUST00334,2026-03-11 23:52:00,3600.84,Wallet,0.94,3,0,Success,None,0
TXN006119,CUST01415,2026-11-27 10:20:00,4475.0,UPI,0.76,3,1,Failed,Insufficient Funds,1
TXN006120,CUST00302,2026-11-28 08:21:00,694.84,Net Banking,0.54,1,0,Success,None,0
TXN006121,CUST00020,2026-05-23 18:44:00,5070.17,Wallet,0.82,2,0,Success,None,0
TXN006122,CUST02216,2026-03-18 00:49:00,777.59,Net Banking,0.56,1,0,Success,None,0
TXN006123,CUST01836,2026-02-11 23:32:00,1087.73,Card,0.86,3,0,Success,None,0
TXN006124,CUST01654,2026-11-12 04:20:00,920.25,Wallet,0.63,3,1,Success,None,0
TXN006125,CUST00249,2026-04-12 21:03:00,1227.95,Wallet,0.86,0,1,Success,None,0
TXN006126,CUST01271,2026-09-04 05:47:00,2193.76,Card,0.79,2,1,Success,None,0
TXN006127,CUST00328,2026-01-17 05:47:00,1005.97,Card,0.7,3,0,Success,None,0
TXN006128,CUST00925,2026-07-31 05:22:00,797.95,Card,0.61,1,0,Success,None,0
TXN006129,CUST02960,2026-11-29 04:45:00,2302.33,Wallet,0.59,3,0,Success,None,0
TXN006130,CUST01082,2026-10-11 19:12:00,548.91,Wallet,0.86,2,0,Failed,Insufficient Funds,1
TXN006131,CUST02224,2026-08-02 14:12:00,9243.65,Net Banking,0.86,2,0,Success,None,0
TXN006132,CUST02871,2026-11-04 04:20:00,4912.51,Net Banking,0.34,3,0,Success,None,0
TXN006133,CUST02218,2026-05-21 21:48:00,1204.27,UPI,0.67,0,0,Failed,Insufficient Funds,1
TXN006134,CUST01186,2026-01-19 17:42:00,1332.83,Net Banking,0.71,1,1,Success,None,0
TXN006135,CUST02435,2026-10-25 16:32:00,3344.4,Wallet,0.6,4,0,Success,None,0
TXN006136,CUST01956,2026-02-08 07:07:00,2219.62,Net Banking,0.4,3,0,Failed,Insufficient Funds,1
TXN006137,CUST01983,2026-05-23 19:08:00,669.25,UPI,0.63,4,1,Success,None,0
TXN006138,CUST01842,2026-09-03 06:06:00,1917.66,Net Banking,0.71,2,0,Failed,Network Error,1
TXN006139,CUST01399,2026-07-06 07:37:00,983.62,Wallet,0.71,3,0,Success,None,0
TXN006140,CUST00622,2026-09-06 17:13:00,2054.19,Wallet,0.56,1,1,Failed,Expired Card,0
TXN006141,CUST01213,2026-04-08 16:59:00,500.31,Card,0.85,4,0,Success,None,0
TXN006142,CUST00833,2026-08-10 16:15:00,2346.82,UPI,0.94,4,0,Failed,Expired Card,0
TXN006143,CUST02807,2026-09-28 00:34:00,848.82,Net Banking,0.3,3,0,Success,None,0
TXN006144,CUST00047,2026-09-21 10:36:00,1489.5,Wallet,0.53,3,1,Success,None,0
TXN006145,CUST02663,2026-03-21 13:08:00,2794.41,Card,0.54,3,0,Success,None,0
TXN006146,CUST01679,2026-01-13 07:05:00,949.43,Card,0.73,4,1,Success,None,0
TXN006147,CUST01806,2026-08-06 01:10:00,439.38,Wallet,0.74,3,1,Success,None,0
TXN006148,CUST01919,2026-07-27 08:23:00,588.55,Net Banking,0.94,0,0,Success,None,0
TXN006149,CUST00592,2026-06-30 22:52:00,132.28,Wallet,0.85,3,0,Success,None,0
TXN006150,CUST02414,2026-01-26 09:33:00,1479.66,Wallet,0.49,1,1,Success,None,0
TXN006151,CUST00226,2026-05-11 04:40:00,3881.03,UPI,0.73,3,0,Success,None,0
TXN006152,CUST00533,2026-03-04 18:22:00,4176.81,UPI,0.52,4,1,Failed,Bank Timeout,0
TXN006153,CUST01667,2026-04-15 15:30:00,1499.71,UPI,0.36,4,0,Failed,Bank Timeout,1
TXN006154,CUST00950,2026-01-19 21:23:00,649.57,Card,0.67,1,0,Success,None,0
TXN006155,CUST00884,2026-04-02 20:01:00,777.51,Card,0.95,4,0,Success,None,0
TXN006156,CUST01553,2026-10-24 12:17:00,454.77,Net Banking,0.86,0,1,Success,None,0
TXN006157,CUST01548,2026-09-15 16:08:00,1223.37,UPI,0.87,4,0,Success,None,0
TXN006158,CUST02786,2026-08-11 19:29:00,1050.3,Card,0.31,0,1,Success,None,0
TXN006159,CUST02681,2026-05-05 03:54:00,1927.98,Net Banking,0.36,1,0,Failed,Authentication Failed,0
